Region ID, Region name, Region volume, vol P1, vol P2, vol P3, vol LD1, vol LD2, vol LD3, vol HD1, vol HD2, vol HD3, avg P, avg LD, avg HD, pv LD, pv HD
 634, Nucleus of the posterior commissure, 7850, 5.12637e+08, 7.63551e+08, 5.80245e+08, 1.3049e+09, 5.42013e+08, 5.90182e+08, 6.24986e+07, 3.27211e+08, 5.70016e+08, 6.18811e+08, 8.12365e+08, 3.19909e+08, 0.409849, -0.0902171
 635, Posterior parietal association areas layer 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 636, Mediodorsal nucleus of the thalamus medial part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 637, Ventral group of the dorsal thalamus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 638, Gustatory areas layer 6a, 13034, 5.10295e+08, 4.97645e+08, 1.31192e+09, 1.36131e+09, 2.92814e+08, 4.32113e+08, 5.98664e+08, 1.34378e+06, 2.20131e+08, 7.73287e+08, 6.95412e+08, 2.7338e+08, -0.83538, -0.129065
 639, Cortical amygdalar area anterior part, 18421, 4.93514e+08, 9.18853e+08, 1.7021e+09, 1.15559e+09, 1.99377e+09, 1.38693e+09, 7.46715e+08, 3.04401e+06, 5.29213e+08, 1.03816e+09, 1.5121e+09, 4.26324e+08, 0.25141, -0.146866
 640, Efferent vestibular nucleus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 641, intermediate acoustic stria, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 642, Nucleus of the trapezoid body, 3199, 4.43332e+07, 1.58459e+08, 4.30417e+08, 1.91728e+07, 1.44819e+08, 2.60862e+08, 1.50768e+08, 1.88134e+07, 1.03008e+08, 2.1107e+08, 1.41618e+08, 9.08631e+07, -0.560357, -0.290033
 643, Posterior auditory area layer 2/3, 4672, 4.33702e+08, 4.8412e+08, 6.40185e+08, 1.68544e+09, 1.21893e+08, 1.74198e+08, 2.6918e+08, 18107, 2.51636e+07, 5.19336e+08, 6.6051e+08, 9.81206e+07, 0.754598, -0.00823224
 644, Somatomotor areas Layer 6a, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 645, Vermal regions, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 646, Dorsal peduncular area layer 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 647, Cortical amygdalar area posterior part, 62407, 1.87271e+09, 2.51735e+09, 5.90318e+09, 1.92747e+09, 7.04076e+09, 5.31905e+09, 1.56647e+09, 2.37047e+07, 1.10316e+09, 3.43108e+09, 4.76243e+09, 8.97778e+08, 0.450985, -0.0801456
 648, Primary motor area Layer 5, 104629, 1.9217e+10, 1.45426e+10, 2.00318e+10, 3.02787e+10, 7.65083e+09, 5.31387e+09, 7.65806e+09, 5.0694e+08, 1.06309e+10, 1.79305e+10, 1.44145e+10, 6.2653e+09, -0.624887, -0.0144618
 649, Anterolateral visual area layer 6b, 720, 2.52713e+07, 3.50265e+07, 7.50517e+07, 9.76978e+07, 3.27812e+06, 3.56676e+06, 1.32175e+07, 522289, 1.19871e+06, 4.51165e+07, 3.48476e+07, 4.9795e+06, -0.736949, -0.0356828
 650, juxtarestiform body, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 651, Nucleus of the solitary tract, 16030, 1.31934e+08, 1.81626e+07, 6.61373e+08, 5.80393e+08, 9.11287e+08, 7.41857e+08, 2.7669e+08, 1.15751e+08, 8.74513e+07, 2.7049e+08, 7.44512e+08, 1.59964e+08, 0.0576504, -0.548394
 652, Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 653, Abducens nucleus, 646, 4.03612e+06, 1.16105e+07, 9.25959e+06, 2.73435e+07, 3.15392e+06, 2.31671e+07, 1.84841e+06, 421170, 3.3481e+07, 8.30207e+06, 1.78882e+07, 1.19169e+07, 0.206419, 0.708405
 654, Primary somatosensory area nose layer 4, 17480, 1.85247e+09, 5.67097e+08, 2.06255e+09, 5.40513e+09, 1.41743e+08, 5.83418e+07, 1.4564e+09, 1.33236e+07, 6.62753e+08, 1.49404e+09, 1.8684e+09, 7.10826e+08, 0.814433, -0.200542
 655, Cortical amygdalar area posterior part lateral zone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 656, Secondary motor area layer 1, 74491, 6.60753e+09, 4.83641e+09, 6.14091e+09, 9.45552e+09, 4.64875e+09, 3.83755e+09, 4.71096e+09, 6.72851e+08, 5.45599e+09, 5.86162e+09, 5.98061e+09, 3.61327e+09, 0.940402, -0.155829
 657, Primary somatosensory area mouth layer 2/3, 47879, 8.04166e+09, 4.14433e+09, 7.70622e+09, 1.61253e+10, 2.27848e+09, 1.64761e+09, 5.07313e+09, 5.62788e+08, 3.22902e+09, 6.63074e+09, 6.6838e+09, 2.95498e+09, 0.990025, -0.0674896
 658, lateral lemniscus, 30076, 6.80383e+08, 9.45737e+08, 1.41863e+09, 2.27143e+09, 1.96577e+09, 1.3153e+09, 1.26833e+09, 7.79956e+08, 1.0151e+09, 1.01492e+09, 1.85083e+09, 1.02113e+09, 0.0448748, 0.977877
 659, Nucleus of the solitary tract central part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 660, Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 661, Facial motor nucleus, 25865, 2.46243e+08, 9.59238e+08, 1.78908e+09, 3.01215e+08, 8.60155e+08, 7.11389e+08, 1.3073e+09, 5.35053e+08, 6.4604e+08, 9.98187e+08, 6.24253e+08, 8.29464e+08, -0.390562, -0.704347
 662, Gustatory areas layer 6b, 1209, 2.51133e+07, 2.67265e+07, 7.8492e+07, 9.09351e+07, 1.67123e+07, 1.84633e+07, 2.67754e+07, 235997, 1.30063e+07, 4.34439e+07, 4.20369e+07, 1.33392e+07, -0.957075, -0.126225
 663, Cortical amygdalar area posterior part medial zone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 664, Entorhinal area medial part dorsal zone layer 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 665, lateral olfactory tract body, 40568, 1.44584e+09, 5.3975e+08, 1.5242e+09, 1.04305e+09, 2.93184e+09, 2.12272e+09, 5.80098e+08, 1.04357e+08, 4.76689e+08, 1.16993e+09, 2.03254e+09, 3.87048e+08, 0.169788, -0.0508345
 666, Nucleus of the solitary tract commissural part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 667, Frontal pole layer 2/3, 7480, 1.46004e+09, 1.72843e+08, 1.66502e+09, 8.36921e+08, 1.0787e+09, 5.10346e+08, 6.29758e+08, 1.68198e+08, 7.44154e+08, 1.0993e+09, 8.08656e+08, 5.14037e+08, -0.511979, -0.224277
 668, Dorsomedial nucleus of the hypothalamus anterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 669, Visual areas, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 670, Primary somatosensory area trunk layer 2/3, 13624, 1.98288e+09, 2.12013e+08, 8.34909e+08, 3.83041e+09, 2.23787e+09, 1.15312e+09, 6.84248e+08, 1.10914e+07, 8.33257e+07, 1.00993e+09, 2.40713e+09, 2.59555e+08, 0.14107, -0.176614
 671, Retrosplenial area lateral agranular part layer 1, 16207, 8.57091e+08, 7.43597e+08, 8.06364e+08, 2.68727e+09, 1.18689e+09, 1.2372e+09, 7.58952e+08, 3.10444e+08, 4.49978e+08, 8.02351e+08, 1.70379e+09, 5.06458e+08, 0.0887023, -0.0567166
 672, Caudoputamen, 813657, 1.95579e+10, 1.75902e+10, 2.75741e+10, 2.53029e+10, 1.54994e+10, 1.32878e+10, 1.06422e+10, 7.78642e+09, 1.03367e+10, 2.15741e+10, 1.803e+10, 9.58844e+09, -0.416189, -0.00996073
 673, mammillary peduncle, 688, 2.18004e+07, 1.2391e+07, 3.54238e+07, 2.50863e+07, 2.41816e+07, 3.26237e+07, 755277, 5.29556e+06, 5.50255e+06, 2.32051e+07, 2.72972e+07, 3.85113e+06, 0.524791, -0.0259646
 674, Nucleus of the solitary tract gelatinous part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 675, Agranular insular area ventral part layer 6a, 9531, 5.29981e+08, 5.01795e+08, 1.30704e+09, 7.91885e+08, 4.01479e+08, 7.31062e+08, 4.00337e+08, 6.13294e+06, 1.46662e+08, 7.79605e+08, 6.41475e+08, 1.84377e+08, -0.591428, -0.0645513
 676, Dorsomedial nucleus of the hypothalamus posterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 677, Visceral area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 678, Dorsal auditory area layer 4, 4232, 6.2578e+08, 4.14454e+08, 8.88676e+08, 1.73319e+09, 9.59236e+07, 8.56829e+07, 5.02029e+08, 203686, 1.63285e+07, 6.4297e+08, 6.38266e+08, 1.72854e+08, -0.992344, -0.0548433
 679, Superior central nucleus raphe, 23621, 2.42888e+08, 1.81558e+08, 1.73201e+08, 3.65759e+08, 94981, 9.56955e+06, 0, 274245, 6.05597e+08, 1.99216e+08, 1.25141e+08, 2.01957e+08, -0.499495, 0.987597
 680, Orbital area ventrolateral part layer 6b, 300, 3.85197e+07, 4.72938e+07, 5.42547e+07, 2.21187e+07, 3.04161e+07, 2.26597e+07, 1.16819e+07, 2.16254e+07, 2.95923e+07, 4.66894e+07, 2.50648e+07, 2.09665e+07, -0.0074197, -0.0102765
 681, mammillotegmental tract, 3104, 1.61186e+07, 2.18408e+07, 1.30528e+07, 3.76659e+07, 1.53494e+07, 451655, 0, 891560, 6.35564e+07, 1.70041e+07, 1.78223e+07, 2.14827e+07, 0.9325, 0.808571
 682, Nucleus of the solitary tract lateral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 683, Posterior parietal association areas layer 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 684, Dorsomedial nucleus of the hypothalamus ventral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 685, Ventral medial nucleus of the thalamus, 23674, 1.08089e+09, 1.44202e+08, 1.89395e+09, 7.81487e+08, 1.18032e+09, 1.60349e+09, 6.65416e+08, 7.59424e+08, 2.48639e+07, 1.03968e+09, 1.18843e+09, 4.83235e+08, 0.760612, -0.287321
 686, Primary somatosensory area layer 6a, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 687, Retrosplenial area ventral part layer 5, 54672, 2.08051e+09, 4.27898e+09, 1.0996e+09, 1.84769e+10, 7.35001e+08, 4.26626e+09, 1.39455e+09, 1.9052e+09, 3.00883e+09, 2.48636e+09, 7.82605e+09, 2.10286e+09, 0.30041, -0.678862
 688, Cerebral cortex, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 689, Ventrolateral preoptic nucleus, 989, 1.55521e+07, 4.54402e+07, 6.32121e+07, 2.47828e+07, 6.61699e+07, 3.93121e+07, 2.37262e+07, 3.66801e+06, 2.26111e+07, 4.14015e+07, 4.34216e+07, 1.66684e+07, 0.899789, -0.119761
 690, mammillothalamic tract, 5237, 1.16043e+08, 2.91952e+07, 2.05392e+08, 1.13078e+08, 2.36642e+08, 5.8031e+07, 5784, 4.35744e+07, 1.11829e+07, 1.16877e+08, 1.35917e+08, 1.82544e+07, 0.766367, -0.0829398
 691, Nucleus of the solitary tract medial part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 692, Perirhinal area layer 5, 12786, 6.36783e+08, 1.56465e+09, 2.54555e+09, 2.4746e+09, 1.74718e+09, 1.39445e+09, 2.13736e+09, 103506, 3.94965e+07, 1.58233e+09, 1.87208e+09, 7.25653e+08, 0.606757, -0.306401
 693, Ventromedial hypothalamic nucleus, 14940, 3.9245e+07, 1.39636e+07, 5.03975e+08, 6.62902e+07, 6.00695e+08, 1.27343e+08, 4.55122e+07, 1.74042e+07, 3.50389e+07, 1.85728e+08, 2.64776e+08, 3.26518e+07, 0.698067, -0.30502
 694, Agranular insular area ventral part layer 2/3, 19403, 2.0372e+09, 1.46872e+09, 4.00212e+09, 2.16318e+09, 1.68524e+09, 3.23253e+09, 1.40009e+09, 2.87229e+07, 7.79048e+08, 2.50268e+09, 2.36032e+09, 7.35954e+08, -0.854784, -0.0664187
 695, Cortical plate, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 696, Posterior auditory area layer 1, 3597, 2.18809e+08, 2.27727e+08, 3.06063e+08, 8.31479e+08, 6.33693e+07, 9.81048e+07, 1.31829e+08, 1247, 1.12288e+07, 2.50866e+08, 3.30984e+08, 4.76863e+07, 0.716812, -0.00787847
 697, medial lemniscus, 17329, 3.93636e+08, 4.5308e+08, 1.49517e+09, 3.96466e+08, 6.47061e+08, 6.5283e+08, 2.93802e+08, 2.87187e+08, 2.6275e+08, 7.80629e+08, 5.65452e+08, 2.81246e+08, -0.512987, -0.162565
 698, Olfactory areas, 139286, 7.94197e+09, 5.46254e+09, 1.08945e+10, 8.51285e+09, 1.38369e+10, 1.24413e+10, 5.50464e+09, 1.48725e+09, 4.94408e+09, 8.09967e+09, 1.1597e+10, 3.97866e+09, 0.128074, -0.0660482
 699, Agranular insular area ventral part layer 6b, 216, 1.19634e+07, 9.9942e+06, 2.67182e+07, 1.31983e+07, 1.1647e+07, 1.08822e+07, 7.37534e+06, 369444, 2.77005e+06, 1.62253e+07, 1.19092e+07, 3.50494e+06, -0.376722, -0.051329
 700, Anterior hypothalamic nucleus anterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 701, Vestibular nuclei, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 702, Primary somatosensory area nose layer 5, 18079, 1.23304e+09, 3.44763e+08, 1.42486e+09, 3.9808e+09, 8.1434e+07, 1.16438e+07, 8.48423e+08, 1.28425e+06, 3.2447e+08, 1.00089e+09, 1.35796e+09, 3.91392e+08, 0.762737, -0.14591
 703, Cortical subplate, 52530, 2.46563e+09, 2.89301e+09, 4.61369e+09, 2.74692e+09, 4.83374e+09, 4.48005e+09, 1.59898e+09, 4.79064e+08, 1.12867e+09, 3.32411e+09, 4.02024e+09, 1.0689e+09, 0.406612, -0.0195822
 704, Agranular insular area ventral part layer 1, 8105, 6.39382e+08, 4.30512e+08, 1.05492e+09, 6.33079e+08, 6.12755e+08, 9.5661e+08, 4.01805e+08, 2.53383e+07, 2.62248e+08, 7.08271e+08, 7.34148e+08, 2.29797e+08, 0.889776, -0.0519208
 705, midbrain tract of the trigeminal nerve, 422, 3.96426e+06, 1.01505e+07, 1.59265e+07, 2.7868e+07, 2.13171e+07, 1.27494e+07, 1.62929e+07, 5.72168e+06, 1.00292e+07, 1.00138e+07, 2.06448e+07, 1.06813e+07, 0.0798015, 0.868155
 706, Olivary pretectal nucleus, 2556, 1.64003e+08, 2.40366e+08, 1.41188e+08, 4.37726e+08, 7.99695e+07, 9.36036e+07, 2.09154e+07, 9.02512e+07, 1.95435e+08, 1.81852e+08, 2.03766e+08, 1.02201e+08, 0.835094, -0.173202
 707, Infralimbic area layer 1, 6563, 1.49707e+08, 3.32603e+06, 4.8708e+08, 4.98054e+08, 7.21957e+08, 3.95135e+08, 1.94953e+08, 3.03648e+06, 1.1751e+08, 2.13371e+08, 5.38382e+08, 1.05166e+08, 0.0824836, -0.437179
 708, Anterior hypothalamic nucleus central part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 709, Ventral posterior complex of the thalamus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 710, abducens nerve, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 711, Cuneate nucleus, 9545, 1.38142e+08, 2.09683e+07, 5.01075e+08, 2.89822e+08, 7.00933e+08, 5.68708e+08, 1.58273e+08, 4.25025e+07, 1.67637e+08, 2.20062e+08, 5.19821e+08, 1.22804e+08, 0.123431, -0.471637
 712, Entorhinal area medial part dorsal zone layer 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 713, perforant path, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 714, Orbital area, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 715, Entorhinal area lateral part layer 2a, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 716, Anterior hypothalamic nucleus dorsal part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 717, accessory spinal nerve, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 718, Ventral posterolateral nucleus of the thalamus, 20033, 6.30398e+08, 5.93634e+07, 9.74467e+08, 6.86521e+08, 3.67279e+08, 5.21945e+08, 6.74126e+08, 7.76933e+07, 6.88929e+06, 5.54743e+08, 5.25248e+08, 2.52903e+08, -0.904366, -0.338762
 719, Primary somatosensory area layer 6b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 720, Dorsal column nuclei, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 721, Primary visual area layer 4, 32861, 2.93753e+09, 3.87506e+09, 4.43075e+09, 1.00174e+10, 2.18598e+09, 2.57511e+09, 2.29798e+09, 2.03905e+08, 1.10004e+09, 3.74778e+09, 4.92616e+09, 1.20064e+09, 0.60642, -0.0139534
 722, periventricular bundle of the thalamus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 723, Orbital area lateral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 724, Anterior hypothalamic nucleus posterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 725, Ventral posterolateral nucleus of the thalamus parvicellular part, 1142, 6.35682e+07, 2.54166e+07, 1.37819e+08, 5.63027e+07, 7.25897e+07, 1.05565e+08, 8.32468e+07, 5.36406e+07, 4.2123e+06, 7.56013e+07, 7.81525e+07, 4.70332e+07, 0.935082, -0.433803
 726, Dentate gyrus, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 727, Entorhinal area medial part dorsal zone layer 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 728, arbor vitae, 227601, 2.16762e+09, 1.73305e+09, 6.91139e+09, 1.53409e+10, 6.12409e+09, 2.55566e+09, 3.63896e+09, 7.08786e+08, 1.76908e+09, 3.60402e+09, 8.00688e+09, 2.03894e+09, 0.26407, -0.3625
 729, Temporal association areas layer 6a, 15627, 7.50029e+08, 1.53302e+09, 2.32273e+09, 3.2089e+09, 9.7561e+08, 5.59027e+08, 1.34969e+09, 1.99745e+06, 8.95079e+07, 1.53526e+09, 1.58118e+09, 4.80398e+08, 0.955145, -0.109209
 730, pineal stalk, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 731, Orbital area medial part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 732, Medial mammillary nucleus median part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 733, Ventral posteromedial nucleus of the thalamus, 51323, 2.08676e+09, 4.28095e+08, 3.84247e+09, 2.71089e+09, 2.0747e+09, 2.12591e+09, 3.26904e+09, 6.97881e+08, 4.55967e+07, 2.11911e+09, 2.30383e+09, 1.33751e+09, 0.833195, -0.529677
 734, Dentate gyrus crest, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 735, Primary auditory area layer 1, 12174, 1.01107e+09, 8.35981e+08, 1.53085e+09, 3.09286e+09, 3.17022e+08, 2.5841e+08, 8.15258e+08, 0, 1.25091e+07, 1.12597e+09, 1.22276e+09, 2.75922e+08, 0.907502, -0.0379104
 736, central tegmental bundle, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 737, postcommissural fornix, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 738, Orbital area ventral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 739, Anterior cingulate area layer 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 740, Medial preoptic nucleus central part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 741, Ventral posteromedial nucleus of the thalamus parvicellular part, 4304, 2.55364e+08, 1.31199e+08, 4.8112e+08, 5.00045e+08, 3.96728e+08, 3.12074e+08, 6.22335e+07, 1.66944e+08, 3.88186e+07, 2.89228e+08, 4.02949e+08, 8.9332e+07, 0.295935, -0.0895115
 742, Dentate gyrus crest molecular layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 743, Entorhinal area medial part dorsal zone layer 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 744, cerebellar commissure, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 745, precommissural fornix general, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 746, Orbital area ventrolateral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 747, Infralimbic area layer 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 748, Medial preoptic nucleus lateral part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 749, Ventral tegmental area, 25756, 3.78027e+08, 5.356e+08, 9.39642e+08, 3.45509e+08, 1.05158e+09, 5.22281e+08, 9.19781e+07, 2.72622e+08, 2.2113e+08, 6.17756e+08, 6.3979e+08, 1.95243e+08, 0.925231, -0.0421467
 750, Posterolateral visual area layer 1, 5037, 1.62466e+08, 2.0075e+08, 2.38287e+08, 3.93534e+08, 4.43766e+07, 1.16309e+08, 1.60997e+08, 1.0299e+08, 1.55968e+08, 2.00501e+08, 1.8474e+08, 1.39985e+08, -0.867643, -0.0611338
 751, Dentate gyrus crest polymorph layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 752, cerebellar peduncles, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 753, principal mammillary tract, 32, 392207, 102875, 988299, 284332, 1.32314e+06, 165633, 0, 78316, 294642, 494460, 591035, 124319, 0.80594, -0.17479
 754, Olfactory tubercle, 121390, 3.15017e+09, 5.26284e+09, 6.93823e+09, 7.37962e+09, 9.13919e+09, 9.5841e+09, 2.14518e+09, 1.3983e+08, 1.99757e+09, 5.11708e+09, 8.70097e+09, 1.42753e+09, 0.0269558, -0.0237331
 755, Ventral auditory area layer 2/3, 12493, 1.49965e+09, 1.02548e+09, 2.47461e+09, 3.67405e+09, 9.32284e+08, 4.11035e+08, 1.43968e+09, 0, 1.1944e+06, 1.66658e+09, 1.67246e+09, 4.80291e+08, 0.995085, -0.0863609
 756, Medial preoptic nucleus medial part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 757, Ventral tegmental nucleus, 1222, 1.86747e+07, 2.38242e+07, 1.56852e+07, 5.41002e+07, 0, 1.10369e+06, 0, 69730, 4.78285e+07, 1.93947e+07, 1.84013e+07, 1.59661e+07, -0.949381, -0.807197
 758, Dentate gyrus crest granule cell layer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 759, Posterior auditory area layer 4, 2371, 2.50428e+08, 3.06714e+08, 4.01301e+08, 9.88172e+08, 8.03436e+07, 9.31932e+07, 1.54885e+08, 13273, 1.63754e+07, 3.19481e+08, 3.87236e+08, 5.70912e+07, 0.798195, -0.00820796
 760, cerebral nuclei related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 761, Ventromedial hypothalamic nucleus anterior part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 762, propriohypothalamic pathways dorsal, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 763, Vascular organ of the lamina terminalis, 487, 1.34337e+07, 2.25528e+06, 1.21799e+07, 3.59083e+06, 9.70834e+06, 78639, 0, 8087, 6.97357e+06, 9.28963e+06, 4.45927e+06, 2.32722e+06, -0.260593, -0.114074
 764, Entorhinal area lateral part layer 2b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 765, Nucleus x, 2008, 2.45102e+07, 1.32351e+07, 3.3217e+07, 4.25092e+07, 8.36815e+07, 1.82112e+07, 3.16061e+07, 2.88239e+07, 4.87093e+07, 2.36541e+07, 4.8134e+07, 3.63798e+07, 0.207563, 0.140338
 766, Dentate gyrus lateral blade, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 767, Secondary motor area layer 5, 143415, 2.61507e+10, 2.8129e+10, 2.74662e+10, 4.62207e+10, 1.48991e+10, 1.27385e+10, 1.56619e+10, 4.28025e+09, 2.16072e+10, 2.72486e+10, 2.46194e+10, 1.38498e+10, -0.781098, -0.0326706
 768, cerebrum related, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 769, Ventromedial hypothalamic nucleus central part, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 770, propriohypothalamic pathways lateral, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 771, Pons, 199342, 3.72311e+09, 5.00841e+09, 1.09018e+10, 6.75301e+09, 9.55728e+09, 8.90202e+09, 5.69389e+09, 3.15682e+09, 6.24179e+09, 6.54444e+09, 8.4041e+09, 5.03083e+09, 0.390381, -0.483943
 772, Anterior cingulate area ventral part layer 5, 31686, 2.04649e+08, 5.13478e+08, 1.56058e+09, 8.01863e+09, 1.66938e+09, 1.46123e+09, 1.53321e+09, 2.96224e+08, 6.17608e+08, 7.59569e+08, 3.71641e+09, 8.15681e+08, 0.173662, 0.907074
 773, Hypoglossal nucleus, 12067, 1.69122e+08, 5.09718e+07, 9.61452e+08, 2.38116e+08, 2.40592e+08, 5.70278e+08, 1.87699e+08, 1.02042e+07, 7.34611e+07, 3.93849e+08, 3.49662e+08, 9.04548e+07, -0.868383, -0.270057
 774, Retrosplenial area lateral agranular part layer 5, 23549, 3.15065e+09, 2.17155e+09, 2.83878e+09, 8.14715e+09, 3.89048e+09, 3.91878e+09, 2.75917e+09, 6.08744e+08, 1.35155e+09, 2.72033e+09, 5.3188e+09, 1.57315e+09, 0.0921508, -0.112756
